Time,Sign,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,Get,ResponseRead
2022-02-03 11:41:52:0322881 PM,0.7996,33.9412,,,,0.0131,0.0225,35.9155,0.0036
2022-02-03 11:41:52:1089321 PM,0.7885,36.9667,,,,0.0133,0.0226,38.6816,0.0041
2022-02-03 11:41:52:1840657 PM,0.7571,34.0301,,,,0.0125,0.0222,35.7043,0.0029
2022-02-03 11:41:52:2591432 PM,0.9795,40.6267,,,,0.0129,0.0187,42.4606,0.0029
2022-02-03 11:41:52:3394275 PM,0.9426,36.7714,,,,0.0123,0.0187,38.4764,0.0031
2022-02-03 11:41:52:4312913 PM,1.0649,61.274,,,,0.0125,0.0193,62.7614,0.0029
2022-02-03 11:41:52:5114715 PM,1.037,34.8617,,,,0.0123,0.0191,36.3912,0.0036
2022-02-03 11:41:52:5897063 PM,0.7299,34.8538,,,,0.013,0.0187,36.427,0.0033
2022-02-03 11:41:52:6702894 PM,0.8,33.7814,,,,0.0127,0.0242,35.3039,0.0029
2022-02-03 11:41:52:7459611 PM,0.7738,36.581,,,,0.0124,0.0188,38.2691,0.0028
2022-02-03 11:41:52:8243201 PM,0.7458,32.2027,,,,0.0136,0.0192,33.8597,0.005
2022-02-03 11:41:52:9132740 PM,2.6171,43.4793,,,,0.0118,0.0234,43.5141,0.0034
2022-02-03 11:41:52:9911452 PM,0.8995,37.3,,,,0.0127,0.0244,37.3471,0.0036
2022-02-03 11:41:53:0671040 PM,2.9343,35.9348,,,,0.0148,0.0201,35.9968,0.0026
2022-02-03 11:41:53:1442063 PM,2.4929,35.3748,,,,0.0132,0.0209,35.4147,0.003
2022-02-03 11:41:53:2204600 PM,0.7477,33.7604,,,,0.012,0.0199,35.4655,0.0026
2022-02-03 11:41:53:2973481 PM,2.3703,33.1226,,,,0.0129,0.0394,33.1598,0.003
2022-02-03 11:41:53:3755067 PM,0.8087,31.8464,,,,0.0132,0.0228,33.4744,0.0065
2022-02-03 11:41:53:4526919 PM,0.9038,34.8062,,,,0.0125,0.0237,36.4726,0.0029
2022-02-03 11:41:53:5282848 PM,2.3986,33.1825,,,,0.0126,0.0211,33.2266,0.0055
2022-02-03 11:41:53:6041884 PM,0.7583,34.22,,,,0.0131,0.0202,35.9172,0.0031
2022-02-03 11:41:53:6795702 PM,0.933,32.883,,,,0.012,0.0206,34.6385,0.0031
2022-02-03 11:41:53:7562242 PM,2.9002,34.1503,,,,0.0121,0.0186,34.1935,0.0029
2022-02-03 11:41:53:8354295 PM,0.7784,36.5673,,,,0.0126,0.0183,38.1971,0.0026
2022-02-03 11:41:53:9133766 PM,0.8439,33.9749,,,,0.0194,0.0241,35.9759,0.0029
2022-02-03 11:41:53:9759454 PM,2.5124,29.6044,,,,0.0119,0.0191,29.6395,0.0033
2022-02-03 11:41:54:0523405 PM,0.8114,33.0523,,,,0.0128,0.0214,35.0994,0.0034
2022-02-03 11:41:54:1292378 PM,0.6915,33.3741,,,,0.0121,0.0193,34.9062,0.0058
2022-02-03 11:41:54:2057617 PM,0.7643,34.6622,,,,0.012,0.022,36.2193,0.0053
2022-02-03 11:41:54:2857714 PM,0.9211,38.4719,,,,0.0121,0.0194,38.657,0.0032
2022-02-03 11:41:54:3647977 PM,0.8189,31.571,,,,0.0129,0.0186,33.21,0.0025
2022-02-03 11:41:54:4407584 PM,2.3965,31.4367,,,,0.0122,0.0241,31.4804,0.0028
2022-02-03 11:41:54:5206922 PM,2.1958,36.3433,,,,0.0133,0.0205,36.3855,0.0036
2022-02-03 11:41:54:5976923 PM,2.6881,31.0398,,,,0.0126,0.0185,31.0795,0.0029
2022-02-03 11:41:54:6743126 PM,0.8137,33.8281,,,,0.0122,0.0186,35.382,0.0031
2022-02-03 11:41:54:7510585 PM,0.9672,34.9871,,,,0.0131,0.0184,36.8561,0.0025
2022-02-03 11:41:54:8304604 PM,0.6782,33.4794,,,,0.0123,0.0214,33.5493,0.0028
2022-02-03 11:41:54:9055592 PM,0.7119,31.0219,,,,0.0121,0.0242,32.5396,0.0026
2022-02-03 11:41:54:9855951 PM,0.7659,32.7221,,,,0.0124,0.0185,34.4448,0.0026
2022-02-03 11:41:55:0635649 PM,2.3389,36.067,,,,0.0122,0.0462,36.1074,0.0029
2022-02-03 11:41:55:1386946 PM,2.3636,35.3353,,,,0.0129,0.0188,35.3721,0.0025
2022-02-03 11:41:55:2167680 PM,2.5429,33.5537,,,,0.0123,0.0186,33.5917,0.0029
2022-02-03 11:41:55:2921218 PM,2.1776,35.0779,,,,0.0125,0.02,35.1166,0.0031
2022-02-03 11:41:55:3670287 PM,2.0417,30.0615,,,,0.012,0.0186,30.097,0.003
2022-02-03 11:41:55:4447281 PM,2.4318,33.1099,,,,0.0136,0.0207,33.153,0.0032
2022-02-03 11:41:55:5263111 PM,2.5426,33.7688,,,,0.0131,0.0922,33.8532,0.007
2022-02-03 11:41:55:6037428 PM,2.52,36.334,,,,0.0126,0.0755,36.4124,0.022
2022-02-03 11:41:55:6807265 PM,0.8114,39.1411,,,,0.0135,0.0245,40.6129,0.0029
2022-02-03 11:41:55:7549256 PM,1.2982,38.6385,,,,0.0133,0.0191,38.691,0.0253
2022-02-03 11:41:55:8300534 PM,2.7574,34.5103,,,,0.0163,0.0187,34.545,0.003
2022-02-03 11:41:55:9091536 PM,2.3114,32.2202,,,,0.0129,0.0184,32.2566,0.0025
2022-02-03 11:41:55:9863662 PM,2.1543,37.1111,,,,0.0118,0.0186,37.147,0.0029
2022-02-03 11:41:56:0639471 PM,3.2344,35.2215,,,,0.0163,0.0191,35.2802,0.0037
2022-02-03 11:41:56:1413912 PM,0.8833,38.9578,,,,0.0144,0.0184,40.7548,0.0029
2022-02-03 11:41:56:2178092 PM,3.3748,40.4564,,,,0.0148,0.019,40.5023,0.0033
2022-02-03 11:41:56:3013695 PM,2.1814,32.2153,,,,0.0121,0.0215,32.2586,0.0054
2022-02-03 11:41:56:3754448 PM,2.3966,31.7706,,,,0.0128,0.0192,31.8077,0.0032
2022-02-03 11:41:56:4554629 PM,2.8203,36.28,,,,0.0129,0.0759,36.3159,0.0029
2022-02-03 11:41:56:5322346 PM,2.9057,35.5326,,,,0.0118,0.0181,35.5856,0.0026
2022-02-03 11:41:56:6082182 PM,2.5131,35.1138,,,,0.0129,0.019,35.1526,0.0029
2022-02-03 11:41:56:6869552 PM,2.9689,33.4236,,,,0.0143,0.0169,33.4614,0.0029
2022-02-03 11:41:56:7680243 PM,0.8212,33.7863,,,,0.014,0.0188,35.8557,0.0047
2022-02-03 11:41:56:8492968 PM,2.3946,33.9257,,,,0.0125,0.0196,33.9634,0.003
2022-02-03 11:41:56:9223144 PM,2.3838,34.9355,,,,0.0126,0.0183,34.9705,0.003
2022-02-03 11:41:57:0001639 PM,2.6164,31.1338,,,,0.0146,0.0223,31.1762,0.0034
2022-02-03 11:41:57:0929765 PM,3.8058,34.8068,,,,0.0134,0.0212,34.8553,0.0031
2022-02-03 11:41:57:1701513 PM,0.9615,31.3544,,,,0.0128,0.0214,32.8038,0.0034
2022-02-03 11:41:57:2454645 PM,2.2546,32.3819,,,,0.0124,0.0188,32.4205,0.0053
2022-02-03 11:41:57:3302846 PM,0.748,30.9057,,,,0.0131,0.0355,32.9615,0.0033
2022-02-03 11:41:57:4010431 PM,0.929,29.7116,,,,0.0121,0.0231,31.4907,0.0028
2022-02-03 11:41:57:4786418 PM,2.8483,42.541,,,,0.013,0.0196,42.5788,0.0033
2022-02-03 11:41:57:5578663 PM,0.9317,33.397,,,,0.0141,0.0181,33.4299,0.0034
2022-02-03 11:41:57:6332812 PM,0.7451,37.8453,,,,0.0123,0.0194,37.9239,0.003
2022-02-03 11:41:57:7098933 PM,0.866,34.3374,,,,0.0148,0.0185,36.0274,0.0026
2022-02-03 11:41:57:7892553 PM,1.196,40.7088,,,,0.0191,0.0729,40.8165,0.0039
2022-02-03 11:41:58:0245151 PM,0.7043,200.6497,49.8185,23.639,77.1246,0.0193,0.0923,200.6876,0.0035
2022-02-03 11:41:58:1036387 PM,0.8292,40.0693,,,,0.0123,0.0211,40.1041,0.0032
2022-02-03 11:41:58:1817793 PM,0.7836,51.2136,,,,0.0126,0.0388,51.2743,0.0068
2022-02-03 11:41:58:2600945 PM,1.0528,35.8655,,,,0.0219,0.0182,35.9206,0.0025
2022-02-03 11:41:58:3216631 PM,1.0291,33.8658,,,,0.0122,0.0203,33.9117,0.0032
2022-02-03 11:41:58:3999396 PM,0.8227,34.7626,,,,0.012,0.018,34.8001,0.0051
2022-02-03 11:41:58:4769297 PM,0.9362,41.8457,,,,0.0118,0.06,41.8885,0.0189
2022-02-03 11:41:58:5392885 PM,0.7279,32.0008,,,,0.0138,0.02,32.0397,0.0026
2022-02-03 11:41:58:6161810 PM,0.7111,38.3505,,,,0.0124,0.0208,38.3893,0.0039
2022-02-03 11:41:58:6938063 PM,0.8382,34.7191,,,,0.0128,0.0192,34.7548,0.003
2022-02-03 11:41:58:7698004 PM,0.882,33.439,,,,0.0118,0.0198,33.475,0.003
2022-02-03 11:41:58:8481507 PM,0.8235,35.1638,,,,0.0119,0.0226,35.2003,0.003
2022-02-03 11:41:58:9122447 PM,0.8545,33.8268,,,,0.0129,0.0181,33.8629,0.0043
2022-02-03 11:41:58:9752284 PM,0.9815,33.2219,,,,0.0123,0.0251,33.2602,0.0032
2022-02-03 11:41:59:0536358 PM,0.8033,38.3151,,,,0.0128,0.0217,38.3532,0.007
2022-02-03 11:41:59:1316786 PM,0.7847,33.1228,,,,0.0122,0.0195,33.1622,0.0032
2022-02-03 11:41:59:2098712 PM,1.2362,32.8843,,,,0.0123,0.0737,32.9383,0.0032
2022-02-03 11:41:59:2893135 PM,0.7907,36.579,,,,0.0129,0.0195,36.6159,0.0026
2022-02-03 11:41:59:3702200 PM,0.7421,33.5083,,,,0.0132,0.0224,33.5432,0.0025
2022-02-03 11:41:59:4460648 PM,0.6597,36.3448,,,,0.0118,0.0195,36.3793,0.0032
2022-02-03 11:41:59:5228203 PM,2.6024,35.4197,,,,0.0123,0.0202,35.4569,0.0031
2022-02-03 11:41:59:6011982 PM,0.9063,37.2411,,,,0.0118,0.0716,37.3142,0.0093
2022-02-03 11:41:59:6772542 PM,0.9399,33.1962,,,,0.0124,0.0394,33.2424,0.0047
2022-02-03 11:41:59:7537358 PM,0.7064,36.2861,,,,0.0119,0.019,36.3243,0.0055
2022-02-03 11:41:59:8303502 PM,0.8458,35.3671,,,,0.0122,0.0182,35.4018,0.003
2022-02-03 11:41:59:9075097 PM,1.1153,33.3787,,,,0.0123,0.0189,33.464,0.0038
2022-02-03 11:41:59:9874663 PM,0.7247,36.7362,,,,0.0121,0.019,36.7708,0.003
2022-02-03 11:42:00:0658492 PM,0.8142,36.4713,,,,0.0125,0.0228,36.517,0.0035
2022-02-03 11:42:00:1447889 PM,0.7745,36.1129,,,,0.0119,0.0186,36.1534,0.0053
2022-02-03 11:42:00:2217675 PM,0.9255,35.7501,,,,0.0124,0.0231,35.7852,0.0029
2022-02-03 11:42:00:3001801 PM,0.9152,33.003,,,,0.0158,0.0182,34.8285,0.0035
2022-02-03 11:42:00:3627634 PM,0.6947,37.0144,,,,0.0144,0.0182,37.0682,0.0033
2022-02-03 11:42:00:4405975 PM,0.8045,31.6177,,,,0.0164,0.0201,33.5996,0.0054
2022-02-03 11:42:00:5173682 PM,2.7297,30.6342,,,,0.0119,0.0202,30.6704,0.0029
2022-02-03 11:42:00:5953512 PM,0.9441,31.7324,,,,0.0129,0.0203,33.2277,0.003
2022-02-03 11:42:00:6591257 PM,0.756,31.4405,,,,0.0126,0.0194,32.9171,0.0055
2022-02-03 11:42:00:7245442 PM,0.7855,28.9459,,,,0.0117,0.0187,30.5761,0.003
2022-02-03 11:42:00:8000315 PM,0.9355,34.5514,,,,0.0129,0.0201,36.5077,0.0029
2022-02-03 11:42:00:8774460 PM,0.7642,32.4668,,,,0.0123,0.0221,33.9542,0.0033
2022-02-03 11:42:00:9570781 PM,1.1097,31.7309,,,,0.0124,0.0192,33.3267,0.0033
2022-02-03 11:42:01:0351781 PM,1.0255,36.3432,,,,0.0121,0.0193,37.8252,0.0024
2022-02-03 11:42:01:0989292 PM,1.0062,31.6707,,,,0.0131,0.0213,33.4514,0.0057
2022-02-03 11:42:01:1757052 PM,2.7536,32.0016,,,,0.0132,0.0363,32.045,0.004
2022-02-03 11:42:01:2591414 PM,0.8413,31.1306,,,,0.0125,0.0208,32.8125,0.003
2022-02-03 11:42:01:3453500 PM,1.1053,42.1059,,,,0.0122,0.0179,44.0132,0.0031
2022-02-03 11:42:01:4233845 PM,2.4572,36.9307,,,,0.0116,0.0195,36.9672,0.003
2022-02-03 11:42:01:5037788 PM,1.0508,37.4309,,,,0.0127,0.0193,37.4655,0.0033
2022-02-03 11:42:01:5783819 PM,2.4693,34.7444,,,,0.014,0.0712,34.8321,0.0108
2022-02-03 11:42:01:6577846 PM,2.7971,34.5121,,,,0.0121,0.0185,34.5561,0.0042
2022-02-03 11:42:01:7326032 PM,0.828,31.9988,,,,0.0118,0.0188,32.0769,0.0028
2022-02-03 11:42:01:8137513 PM,1.178,32.7594,,,,0.0122,0.0193,32.7963,0.0058
2022-02-03 11:42:01:8887091 PM,2.6347,34.4914,,,,0.0121,0.0238,34.5363,0.0037
2022-02-03 11:42:01:9648908 PM,1.0543,35.5602,,,,0.0119,0.018,37.0158,0.003
2022-02-03 11:42:02:0434832 PM,0.92,34.0752,,,,0.0129,0.023,35.666,0.0027
2022-02-03 11:42:02:1214804 PM,0.9265,40.0215,,,,0.0127,0.022,40.0696,0.0053
2022-02-03 11:42:02:1972164 PM,0.8462,33.8638,,,,0.0127,0.0222,35.4037,0.0028
2022-02-03 11:42:02:2773745 PM,0.9717,36.6294,,,,0.0149,0.0203,38.3794,0.0035
2022-02-03 11:42:02:3557218 PM,0.8898,34.2474,,,,0.0131,0.0287,34.3357,0.0035
2022-02-03 11:42:02:4511588 PM,2.8952,32.2298,,,,0.0121,0.0187,32.2696,0.0032
2022-02-03 11:42:02:5258740 PM,2.292,31.8465,,,,0.0119,0.0195,31.8836,0.0052
2022-02-03 11:42:02:6047984 PM,0.8803,32.218,,,,0.015,0.0228,33.8842,0.0027
2022-02-03 11:42:02:6826556 PM,0.8257,34.5897,,,,0.0133,0.0193,36.2372,0.0035
2022-02-03 11:42:02:7772738 PM,0.7439,31.1203,,,,0.0127,0.0201,33.078,0.0038
2022-02-03 11:42:02:8559449 PM,0.8663,32.0471,,,,0.0137,0.019,33.7489,0.0029
2022-02-03 11:42:02:9320912 PM,0.9833,38.6981,,,,0.0126,0.0188,40.7168,0.0031
2022-02-03 11:42:03:0080356 PM,0.6958,37.6841,,,,0.0123,0.0235,39.2207,0.0027
2022-02-03 11:42:03:0985897 PM,2.1679,45.4732,,,,0.0125,0.0226,45.5304,0.0042
2022-02-03 11:42:03:1751807 PM,1.4824,34.9486,,,,0.0126,0.0244,34.9842,0.0032
2022-02-03 11:42:03:2554643 PM,2.6113,32.8652,,,,0.0428,0.0188,32.9039,0.003
2022-02-03 11:42:03:3360655 PM,0.7016,35.7136,,,,0.0119,0.0761,37.3389,0.0122
2022-02-03 11:42:03:4122217 PM,0.7819,33.0943,,,,0.0119,0.0191,34.5406,0.003
2022-02-03 11:42:03:4918786 PM,2.1214,31.5644,,,,0.012,0.0206,31.6009,0.0029
2022-02-03 11:42:03:5691266 PM,1.1515,34.5333,,,,0.0125,0.067,36.1838,0.0107
2022-02-03 11:42:03:6451217 PM,2.6343,32.315,,,,0.0121,0.0184,32.3528,0.0031
2022-02-03 11:42:03:7213844 PM,0.9738,33.4982,,,,0.013,0.0177,35.3573,0.0049
2022-02-03 11:42:03:8013253 PM,0.86,35.5397,,,,0.012,0.0191,35.5787,0.003
2022-02-03 11:42:03:8797738 PM,1.0872,39.7999,,,,0.0136,0.0191,39.8863,0.003
2022-02-03 11:42:03:9571658 PM,0.8616,33.3614,,,,0.012,0.0224,34.8766,0.003
2022-02-03 11:42:04:0348469 PM,0.9901,31.9753,,,,0.014,0.0181,33.3449,0.0032
2022-02-03 11:42:04:1294635 PM,1.0434,49.8685,,,,0.0133,0.0189,51.5925,0.0027
2022-02-03 11:42:04:2071919 PM,0.9844,38.2739,,,,0.0118,0.0352,38.3303,0.0057
2022-02-03 11:42:04:2991698 PM,1.3323,39.9268,,,,0.0329,0.0324,43.3675,0.0058
2022-02-03 11:42:04:3918847 PM,1.3368,44.3896,,,,0.0126,0.0191,44.4843,0.0029
2022-02-03 11:42:04:4744271 PM,1.7119,34.3205,,,,0.0122,0.021,34.3571,0.0035
2022-02-03 11:42:04:5674275 PM,1.2882,33.459,,,,0.0135,0.0193,33.4962,0.0031
2022-02-03 11:42:04:6433297 PM,0.7549,36.5177,,,,0.0125,0.0187,36.5562,0.0029
2022-02-03 11:42:04:7204175 PM,0.931,32.3472,,,,0.0136,0.021,32.3901,0.0032
2022-02-03 11:42:04:7968107 PM,0.9345,35.404,,,,0.0203,0.0204,35.4516,0.0032
2022-02-03 11:42:04:8748027 PM,1.1175,32.8391,,,,0.0139,0.0225,32.8773,0.0036
2022-02-03 11:42:04:9496833 PM,4.1631,31.3591,,,,0.0119,0.0202,31.3956,0.0032
2022-02-03 11:42:05:0264067 PM,0.8562,34.2594,,,,0.0135,0.0255,34.3016,0.0063
2022-02-03 11:42:05:1176192 PM,1.3339,35.5553,,,,0.0141,0.026,38.3557,0.0027
2022-02-03 11:42:05:1955041 PM,1.1628,32.5846,,,,0.0124,0.0189,34.4899,0.0031
2022-02-03 11:42:05:2756325 PM,1.2323,35.0115,,,,0.0125,0.0212,35.1085,0.0043
2022-02-03 11:42:05:3531121 PM,1.0188,31.948,,,,0.0134,0.0206,33.9292,0.0034
2022-02-03 11:42:05:4344733 PM,3.3542,35.2876,,,,0.0399,0.0208,35.3686,0.0035
2022-02-03 11:42:05:5259226 PM,3.8576,34.8159,,,,0.044,0.0614,34.9506,0.009
2022-02-03 11:42:05:6182307 PM,1.0522,38.6041,,,,0.0315,0.0354,38.6642,0.0065
2022-02-03 11:42:05:7142561 PM,1.0224,36.5604,,,,0.014,0.0214,36.6524,0.0039
2022-02-03 11:42:05:8033664 PM,5.6374,35.7432,,,,0.0185,0.0248,35.8126,0.0126
2022-02-03 11:42:06:0489053 PM,1.0741,174.0709,44.0222,21.6122,55.6084,0.0254,0.026,174.1274,0.0033
2022-02-03 11:42:06:1271435 PM,1.0467,32.9412,,,,0.0131,0.0212,32.9905,0.0181
2022-02-03 11:42:06:2040982 PM,1.3645,40.0894,,,,0.0136,0.0213,40.1391,0.0076
2022-02-03 11:42:06:2820711 PM,1.0404,34.8547,,,,0.014,0.0209,34.8985,0.0037
2022-02-03 11:42:06:3594142 PM,1.1641,34.9447,,,,0.0174,0.0521,35.0191,0.0094
2022-02-03 11:42:06:4384480 PM,1.4166,34.5466,,,,0.0125,0.0383,34.5864,0.0032
2022-02-03 11:42:06:5179782 PM,1.3683,35.5978,,,,0.019,0.0362,35.6432,0.0098
2022-02-03 11:42:06:5938160 PM,1.419,36.139,,,,0.0206,0.0278,36.2022,0.0042
2022-02-03 11:42:06:6729747 PM,0.816,33.2514,,,,0.0249,0.0238,33.2932,0.003
2022-02-03 11:42:06:7496398 PM,0.8654,38.1255,,,,0.0156,0.0704,38.1771,0.0051
2022-02-03 11:42:06:8256905 PM,1.1139,34.9971,,,,0.0196,0.0325,35.037,0.0045
2022-02-03 11:42:06:9192813 PM,1.9191,36.4938,,,,0.0146,0.0361,36.5716,0.0078
2022-02-03 11:42:06:9950377 PM,0.9798,36.0067,,,,0.0158,0.0481,36.0668,0.014
2022-02-03 11:42:07:0851851 PM,1.177,36.0943,,,,0.0192,0.0209,36.1476,0.0033
2022-02-03 11:42:07:1640417 PM,1.3508,34.7528,,,,0.0141,0.0408,34.8017,0.0087
2022-02-03 11:42:07:2412030 PM,1.0636,33.0767,,,,0.0144,0.0217,35.3962,0.0035
2022-02-03 11:42:07:3198502 PM,2.8138,31.6265,,,,0.0134,0.0208,31.6706,0.0032
2022-02-03 11:42:07:3989418 PM,1.0103,38.9937,,,,0.0142,0.0234,39.0384,0.0035
2022-02-03 11:42:07:4751257 PM,0.9521,35.904,,,,0.0133,0.0199,35.9461,0.0064
2022-02-03 11:42:07:5523594 PM,0.768,31.6008,,,,0.0123,0.0198,33.4781,0.0033
2022-02-03 11:42:07:6313132 PM,0.8021,33.5256,,,,0.0133,0.0246,33.5678,0.0035
2022-02-03 11:42:07:7068344 PM,0.8443,33.8109,,,,0.0166,0.0297,33.8589,0.0038
2022-02-03 11:42:07:7848856 PM,1.0851,32.885,,,,0.0144,0.0273,32.925,0.0034
2022-02-03 11:42:07:8591172 PM,0.8653,34.7568,,,,0.0138,0.0332,34.8012,0.0035
2022-02-03 11:42:07:9380276 PM,1.0767,34.0103,,,,0.015,0.0311,35.7704,0.0028
2022-02-03 11:42:08:0140957 PM,1.3415,32.882,,,,0.0142,0.023,32.9361,0.0036
2022-02-03 11:42:08:0913986 PM,1.3489,37.7673,,,,0.0133,0.0265,37.8151,0.0037
2022-02-03 11:42:08:1708231 PM,0.822,35.3405,,,,0.0131,0.0239,35.3901,0.0028
2022-02-03 11:42:08:2501892 PM,0.7773,34.2771,,,,0.0137,0.0209,34.322,0.0046
2022-02-03 11:42:08:3130908 PM,0.7521,31.4348,,,,0.0208,0.0201,31.4723,0.0031
2022-02-03 11:42:08:3757631 PM,0.7761,34.2556,,,,0.0129,0.0361,34.294,0.0042
2022-02-03 11:42:08:4537606 PM,0.8161,32.7481,,,,0.0133,0.0234,32.7913,0.0033
2022-02-03 11:42:08:5495621 PM,1.0773,36.9503,,,,0.0136,0.0292,37.0075,0.0028
2022-02-03 11:42:08:6255954 PM,1.0233,34.5704,,,,0.0418,0.0298,34.6072,0.0036
2022-02-03 11:42:08:7017575 PM,3.042,32.2387,,,,0.0179,0.0213,32.2832,0.003
2022-02-03 11:42:08:7805667 PM,1.0083,38.0803,,,,0.0239,0.0267,38.1304,0.0078
2022-02-03 11:42:08:8726879 PM,0.8726,39.5321,,,,0.0133,0.0255,39.5787,0.0041
2022-02-03 11:42:08:9529157 PM,3.2656,38.5142,,,,0.0164,0.0306,38.5722,0.0054
2022-02-03 11:42:09:0302780 PM,3.751,34.7301,,,,0.0165,0.0289,34.7838,0.004
2022-02-03 11:42:09:1057859 PM,1.0086,34.8873,,,,0.0139,0.0304,34.9355,0.005
2022-02-03 11:42:09:2011032 PM,1.1924,32.0153,,,,0.013,0.0246,34.1137,0.0035
2022-02-03 11:42:09:2743042 PM,0.8127,32.4619,,,,0.0158,0.029,34.7467,0.0039
2022-02-03 11:42:09:3524033 PM,1.1887,33.1475,,,,0.0147,0.0392,33.22,0.0107
2022-02-03 11:42:09:4306399 PM,1.4187,32.2515,,,,0.0183,0.0208,34.4787,0.003
2022-02-03 11:42:09:5054347 PM,0.9668,31.289,,,,0.0184,0.0217,33.0804,0.0033
2022-02-03 11:42:09:6013578 PM,1.0039,43.8604,,,,0.0131,0.0243,43.9045,0.0035
2022-02-03 11:42:09:6781217 PM,0.7373,32.8105,,,,0.0158,0.0233,35.5453,0.004
2022-02-03 11:42:09:7567687 PM,0.861,31.6437,,,,0.0136,0.0196,31.6827,0.0057
2022-02-03 11:42:09:8376450 PM,3.8836,31.2087,,,,0.0132,0.0268,31.2486,0.0033
2022-02-03 11:42:09:9279154 PM,3.1977,29.3496,,,,0.0186,0.032,29.3946,0.0037
2022-02-03 11:42:10:0088999 PM,1.0195,37.5171,,,,0.0172,0.1037,37.5996,0.0117
2022-02-03 11:42:10:0878258 PM,1.1485,33.4614,,,,0.0182,0.0252,33.5189,0.0028
2022-02-03 11:42:10:1658283 PM,0.842,36.6964,,,,0.0128,0.0275,36.7327,0.0062
2022-02-03 11:42:10:2436957 PM,2.6848,31.5716,,,,0.0123,0.0183,31.6093,0.0029
2022-02-03 11:42:10:3219337 PM,2.5482,40.333,,,,0.0151,0.0809,40.3733,0.0085
2022-02-03 11:42:10:3947534 PM,0.7248,32.1362,,,,0.015,0.0224,33.7884,0.0029
2022-02-03 11:42:10:4748423 PM,0.7852,31.5001,,,,0.013,0.0237,33.2464,0.0042
2022-02-03 11:42:10:5710699 PM,1.0573,34.0485,,,,0.0149,0.021,36.0224,0.0037
2022-02-03 11:42:10:6534766 PM,0.9764,37.6907,,,,0.024,0.035,37.7314,0.0037
2022-02-03 11:42:10:7370649 PM,1.2033,34.9422,,,,0.0157,0.0296,35.0109,0.006
2022-02-03 11:42:10:8146489 PM,0.8723,32.9667,,,,0.0135,0.0297,33.0042,0.0036
2022-02-03 11:42:10:8940738 PM,0.9967,33.7961,,,,0.0139,0.0208,33.8398,0.0026
2022-02-03 11:42:10:9865695 PM,0.8946,38.7643,,,,0.0234,0.0275,38.8568,0.0044
2022-02-03 11:42:11:0655003 PM,1.1709,38.467,,,,0.0191,0.036,41.2374,0.0059
2022-02-03 11:42:11:1611558 PM,0.7838,42.0051,,,,0.0198,0.0212,42.0577,0.0053
2022-02-03 11:42:11:2680348 PM,1.1518,51.7841,,,,0.014,0.02,51.8294,0.0032
2022-02-03 11:42:11:3602564 PM,1.1488,43.2878,,,,0.0126,0.0287,43.3312,0.0051
2022-02-03 11:42:11:4353770 PM,3.0719,35.9091,,,,0.0138,0.0321,35.9605,0.0036
2022-02-03 11:42:11:5285062 PM,1.2538,38.9158,,,,0.0137,0.0194,40.8034,0.0032
2022-02-03 11:42:11:6081517 PM,0.9145,32.0463,,,,0.0143,0.0215,33.967,0.0031
2022-02-03 11:42:11:6859304 PM,1.0715,36.0265,,,,0.0168,0.0231,36.0764,0.0082
2022-02-03 11:42:11:7651436 PM,1.2633,33.3405,,,,0.0197,0.0508,35.4136,0.0033
2022-02-03 11:42:11:8418090 PM,0.9678,35.2877,,,,0.0211,0.0303,37.8558,0.004
2022-02-03 11:42:11:9198358 PM,1.1423,32.8409,,,,0.0129,0.0213,32.8855,0.0032
2022-02-03 11:42:11:9984397 PM,1.4612,32.9817,,,,0.014,0.0418,35.7091,0.004
2022-02-03 11:42:12:0892662 PM,4.961,35.4129,,,,0.0163,0.0279,35.4713,0.0072
2022-02-03 11:42:12:1694513 PM,2.8903,36.7905,,,,0.0131,0.022,36.8335,0.0031
2022-02-03 11:42:12:2632682 PM,0.8885,44.7605,,,,0.0193,0.0325,44.8101,0.0047
2022-02-03 11:42:12:3410809 PM,1.1028,32.5041,,,,0.0139,0.0249,34.2564,0.0027
2022-02-03 11:42:12:4207260 PM,2.9328,35.1025,,,,0.0151,0.0225,35.1595,0.0059
2022-02-03 11:42:12:4954889 PM,1.1509,32.7227,,,,0.022,0.0257,32.7674,0.0038
2022-02-03 11:42:12:5855846 PM,0.8895,35.173,,,,0.0177,0.0227,37.1688,0.0039
2022-02-03 11:42:12:6640758 PM,2.8351,34.5254,,,,0.0138,0.0261,34.5724,0.0029
2022-02-03 11:42:12:7458358 PM,0.9719,32.5001,,,,0.0133,0.0204,34.3926,0.0033
2022-02-03 11:42:12:8222052 PM,1.1816,33.5977,,,,0.0139,0.025,33.639,0.0037
2022-02-03 11:42:12:8997106 PM,0.7733,34.1253,,,,0.0136,0.021,35.8721,0.0029
2022-02-03 11:42:12:9922785 PM,3.7741,34.081,,,,0.0166,0.048,34.1975,0.005
2022-02-03 11:42:13:0875986 PM,0.9152,32.6387,,,,0.0146,0.0281,34.691,0.0034
2022-02-03 11:42:13:1801430 PM,4.6084,34.465,,,,0.0298,0.0246,34.5351,0.0038
2022-02-03 11:42:13:2717989 PM,2.8689,39.1485,,,,0.0154,0.0288,39.1927,0.0032
2022-02-03 11:42:13:3524492 PM,1.0188,35.8139,,,,0.0139,0.0219,35.8513,0.0037
